2012015;6272447;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;NEWPORT CARGO S.A.;76320340;9;0;515;;2092015;13;3;9;1;14243,7;0;2323,7;11920;0;0;0;1;98;570;11920;2323,7; ;0; ;14243,7;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;486;24,526749;11920;99;11920;VARAS;68;800;AAPCCH-UE;0;;;570                                                                                                                                                                                                                                                                                                          ;02012015;1;22;98;ROTULADO                                            ;02012015;1;045-87646182;06122014;LAN CHILE;493330                    
2012015;6275647;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;NEWPORT CARGO S.A.;76320340;9;0;515;;6092015;13;3;9;1;14506,95;0;2306,95;12200;0;0;0;1;101;637;12200;2306,95; ;0; ;14506,95;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP~;;;;;;6031930;6;502;24,302789;12200;99;0000012200;UNIDADES;68;;SIN ACUERDO;0;;;637                                                                                                                                                                                                                                                                                            ;02012015;1;22;101;ROTULADO                                           ;02012015;1;045-87646193;10122014;LAN CHILE;494146                    
2012015;6290417;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;15092015;13;3;9;1;23122;0;1930;21192;0;0;0;1;200;1240;21192;1930; ;0; ;23122;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;946,5;22,389857;21192;99;0000017660;UNIDADES;68;;SIN ACUERDO;0;;;1240                                                                                                                                                                                                                                                                                                          ;02012015;1;22;200;ROTULADO                                           ;02012015;1;369-66992553;19122014;ATLAS AIR;496771                    
2012015;6290459;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;13092015;13;3;9;1;62843,1;0;8626,1;54217;0;0;0;8;553;2984;54217;8626,1; ;0; ;62843,1;0;0;NO; ;;0;;0;;1;ASTILBE         ~ ASTILBE FRESCO~ CHILFRESH-F~ GRADO 60-70 CM~ ASTILBE;SPP;;;;;;6031999;6;46;44,782609;2060;99;0000005150;VARAS;68;;SIN ACUERDO;0;;;56                                                                                                                                                                                                                                                                                                          ;02012015;1;22;553;ROTULADO                                           ;02012015;1;369-66992542;17122014;ATLAS AIR;496770                    
2012015;6290459;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;13092015;13;3;9;1;62843,1;0;8626,1;54217;0;0;0;8;553;2984;54217;8626,1; ;0; ;62843,1;0;0;NO; ;;0;;0;;2;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP;;;;;;6031960;6;35;46,971429;1644;99;0000001370;VARAS;0;;;0;;;40                                                                                                                                                                                                                                                                                                                   ;02012015;1;22;553;ROTULADO                                           ;02012015;1;369-66992542;17122014;ATLAS AIR;496770                    
2012015;6290459;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;13092015;13;3;9;1;62843,1;0;8626,1;54217;0;0;0;8;553;2984;54217;8626,1; ;0; ;62843,1;0;0;NO; ;;0;;0;;3;AGAPANTHUS      ~ AGAPANTHUS~ CHILFRESH-F~ CAL.50-70CM~ FLORES FRESCAS;;;;;;;6031999;6;209;9,789474;2046;99;0000006820;VARAS;0;;;0;;;260                                                                                                                                                                                                                                                                                                                        ;02012015;1;22;553;ROTULADO                                           ;02012015;1;369-66992542;17122014;ATLAS AIR;496770                    
2012015;6290459;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;13092015;13;3;9;1;62843,1;0;8626,1;54217;0;0;0;8;553;2984;54217;8626,1; ;0; ;62843,1;0;0;NO; ;;0;;0;;4;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;1683,494;24,990882;42072;99;0000035060;VARAS;0;;;0;;;2058                                                                                                                                                                                                                                                                                                              ;02012015;1;22;553;ROTULADO                                           ;02012015;1;369-66992542;17122014;ATLAS AIR;496770                    
2012015;6290459;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;13092015;13;3;9;1;62843,1;0;8626,1;54217;0;0;0;8;553;2984;54217;8626,1; ;0; ;62843,1;0;0;NO; ;;0;;0;;5;SCABIOSA        ~ SCABIOSA FRESCA~ CHILFRESH~ GRADO 40-60 CM~ PIN CUSH;ION;;;;;;6031999;6;12;30;360;99;0000001200;VARAS;0;;;0;;;13                                                                                                                                                                                                                                                                                                                              ;02012015;1;22;553;ROTULADO                                           ;02012015;1;369-66992542;17122014;ATLAS AIR;496770                    
2012015;6290459;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;13092015;13;3;9;1;62843,1;0;8626,1;54217;0;0;0;8;553;2984;54217;8626,1; ;0; ;62843,1;0;0;NO; ;;0;;0;;6;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA;;;;;;6049000;6;30;18,666667;560;99;0000000280;RAMO;0;;;0;;;33                                                                                                                                                                                                                                                                                                      ;02012015;1;22;553;ROTULADO                                           ;02012015;1;369-66992542;17122014;ATLAS AIR;496770                    
2012015;6290459;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;NEWPORT CARGO S.A.;76320340;9;0;225;;13092015;13;3;9;1;62843,1;0;8626,1;54217;0;0;0;8;553;2984;54217;8626,1; ;0; ;62843,1;0;0;NO; ;;0;;0;;7;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP;;;;;;;6031999;6;397;11,97733;4755;99;0000003170;VARAS;0;;;0;;;444                                                                                                                                                                                                                                                                                                                         ;02012015;1;22;553;ROTULADO                                           ;02012015;1;369-66992542;17122014;ATLAS AIR;496770                    
