FECHAACEPT;NUMEROIDENT;ADUANA;TIPOOPERACION;CODIGORUTEXPORTADORPPAL;NRO_EXPORTADOR;PORCENTAJEEXPPPAL;COMUNAEXPORTADORPPAL;CODIGORUTEXPSEC;NRO_EXPORTADOR_SEC;PORCENTAJEEXPSECUNDARIO;COMUNAEXPSECUNDARIO;PUERTOEMB;GLOSAPUERTOEMB;REGIONORIGEN;TIPOCARGA;VIATRANSPORTE;PUERTODESEMB;GLOSAPUERTODESEMB;PAISDESTINO;GLOSAPAISDESTINO;NOMBRECIATRANSP;PAISCIATRANSP;RUTCIATRANSP;DVRUTCIATRANSP;NOMBREEMISORDOCTRANSP;RUTEMISOR;DVRUTEMISOR;CODIGOTIPOAUTORIZA;NUMEROINFORMEEXPO;DVNUMEROINFORMEEXP;FECHAINFORMEEXP;MONEDA;MODALIDADVENTA;CLAUSULAVENTA;FORMAPAGO;VALORCLAUSULAVENTA;COMISIONESEXTERIOR;OTROSGASTOS;VALORLIQUIDORETORNO;NUMEROREGSUSP;ADUANAREGSUSP;PLAZOVIGENCIAREGSUSP;TOTALITEM;TOTALBULTOS;PESOBRUTOTOTAL;TOTALVALORFOB;VALORFLETE;CODIGOFLETE;VALORSEGURO;CODIGOSEG;VALORCIF;NUMEROPARCIALIDAD;TOTALPARCIALES;PARCIAL;OBSERVACION;NUMERODOCTOCANCELA;FECHADOCTOCANCELA;TIPODOCTOCANCELA;PESOBRUTOCANCELA;TOTALBULTOSCANCELA;NUMEROITEM;NOMBRE;ATRIBUTO1;ATRIBUTO2;ATRIBUTO3;ATRIBUTO4;ATRIBUTO5;ATRIBUTO6;CODIGOARANCEL;UNIDADMEDIDA;CANTIDADMERCANCIA;FOBUNITARIO;FOBUS;CODIGOOBSERVACION1;VALOROBSERVACION1;GLOSAOBSERVACION1;CODIGOOBSERVACION2;VALOROBSERVACION2;GLOSAOBSERVACION2;CODIGOOBSERVACION3;VALOROBSERVACION3;GLOSAOBSERVACION3;PESOBRUTOITEM;FECHAACEPTPACKAGE;NUMEROBULTO;TIPOBULTO;CANTIDADBULTO;IDENTIFICACIONBULTO;FECHAACEPTTRANSPORT;NSECDOCTRANSP;NUMERODOCTRANSP;FECHADOCTRANSP;NOMBRENAVE;NUMEROVIAJE;YEAR;MONTH
2012014;5717181;48;200;3;736;100;13114;0;3188;0;0;992;AEROP.A.M.BENITEZ;13;R;4;576;MOUNT PLEASANT;510;REINO UNIDO;LAN CHILE;997;89862200;2;LAN CHILE;89862200;2;0;510;;20012014;13;1;5;1;3934,5;0;0;3934,5;0;0;0;22;56;921;3934,5;2313,29; ;0; ;0;0;0;NO; ;;0;;0;;6;FLO100          ~ FLORES FRESCAS~ DAVID GRIFFITHS-F~ SURTIDAS CORTADAS;PARA CONFECCION DE RAMOS Y ADO;RNOS;;;;;6031999;6;45;12;540;99;45.0;KILO NETO;0;;;0;;;48                                                                                                                                                                                                                                                                                                ;2012014;1;22;56;ROTULADO                                            ;2012014;1;045-86686526;21122013;LAN CHILE;436189                    ;2014;01
2012014;5732836;48;200;3;10953;100;9101;3;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;251;LIMA;219;PERU;LAN CHILE;997;89862200;2;SHENKER CHILE S.A.;78141230;9;0;219;;5102014;13;1;5;1;20400;0;0;20400;0;0;0;2;3;13;20400;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ PLANTAS ARANDANOS VIVAS ~ BIOLA;BORATORIO-F ~ VACCINIUM SPP ~;IN VITRO ~ VARIEDAD BILOXI ~;P ARA LA PLANTACION;;;;6022041;10;10000;1,6;16000;99;10000.0;UNIDADES;68;538;ACE;0;;;12                                                                                                                                                                                                                                                                                   ;2012014;1;22;3;ROTULADO                                             ;2012014;1;0000004586723626  SCL 00001570;1012014;LA;438075         ;2014;01
2012014;5732836;48;200;3;10953;100;9101;3;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;251;LIMA;219;PERU;LAN CHILE;997;89862200;2;SHENKER CHILE S.A.;78141230;9;0;219;;5102014;13;1;5;1;20400;0;0;20400;0;0;0;2;3;13;20400;0; ;0; ;0;0;0;NO; ;;0;;0;;2;SIN-CODIGO      ~ PLANTAS ARANDANOS VIVAS ~ BIOLA;BORATORIO-F ~ VACCINIUM SPP ~;IN VITRO ~ VARIEDAD BILOXI ~;PROTOCOLO MULTIPLICACION ~ P A;RA LA PLANTACION;;;6022041;10;1;4400;4400;99;1.0;UNIDADES;68;538;ACE;0;;;1                                                                                                                                                                                                                                                                 ;2012014;1;22;3;ROTULADO                                             ;2012014;1;0000004586723626  SCL 00001570;1012014;LA;438075         ;2014;01
3012014;5677159;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;24082014;13;3;9;1;43215,38;0;16014,38;27201;0;0;0;1;1071;5989;27201;16014,38; ;0; ;43215,38;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;5125;5,307512;27201;99;90670.0;VARAS;68;;SIN ACUERDO;0;;;5989                                                                                                                                                                                                                                                                                       ;3012014;1;22;1071;ROTULADO                                          ;3012014;1;307-38192442;27112013;CENTURION AIRLINES;434042           ;2014;01
3012014;5677190;48;200;3;688;100;14101;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;251;LIMA;219;PERU;LAN CHILE;997;89862200;2;APG CHILE CARGO LTDA.;76277133;0;0;219;;14082014;13;1;5;1;7695;0;0;7695;0;0;0;1;66;456;7695;1647,43; ;0; ;0;0;0;NO; ;;0;;0;;1;TULIP-FRES      ~ TULIPANES~ A. FLOWERS-F~ FRESCOS~ TULIPA SP;;;;;;;6031920;6;448;17,176339;7695;99;12700.0;VARAS;20;;MERCANCIAS MAS DE UN MODELO.;68;538;ACE;456                                                                                                                                                                                                                                                                                                             ;3012014;1;22;66;ROTULADO                                            ;3012014;1;1490;27112013;LAN CHILE;432260                            ;2014;01
3012014;5678977;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;25082014;13;3;9;1;27594,81;0;10218,81;17376;0;0;0;1;693;3798;17376;10218,81; ;0; ;27594,81;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;3564;4,875421;17376;99;57920.0;VARAS;68;;SIN ACUERDO;0;;;3798                                                                                                                                                                                                                                                                                                 ;3012014;1;22;693;ROTULADO                                           ;3012014;1;369-52403805;28112013;ATLAS AIR;433814                    ;2014;01
3012014;5681170;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;26082014;13;3;9;1;41645,4;0;15122,4;26523;0;0;0;1;1000;5620;26523;15122,4; ;0; ;41645,4;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;5000;5,3046;26523;99;88410.0;VARAS;68;;SIN ACUERDO;0;;;5620                                                                                                                                                                                                                                                                                                      ;3012014;1;22;1000;ROTULADO                                          ;3012014;1;369-52403816;29112013;ATLAS AIR;433816                    ;2014;01
3012014;5684293;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;4;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;29082014;13;3;9;1;23408,44;0;4308,44;19100;0;0;0;1;161;1242;19100;4308,44; ;0; ;23408,44;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;986;19,371197;19100;99;19100.0;VARAS;68;;SIN ACUERDO;0;;;1242                                                                                                                                                                                                                                                                                                    ;3012014;1;22;161;ROTULADO                                           ;3012014;1;045-84332931;2122013;LAN CHILE;432948                    ;2014;01
3012014;5688482;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;31082014;13;3;9;1;32887,44;0;10983,19;21904,25;0;0;0;4;789;3948;21904,25;10983,19; ;0; ;32887,44;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;3768;5,328822;20079;99;66930.0;UNIDADES;68;;SIN ACUERDO;0;;;3768                                                                                                                                                                                                                                                                               ;3012014;1;22;789;ROTULADO                                           ;3012014;1;307-38447231;4122013;CENTURION AIRLINES;435709           ;2014;01
3012014;5688482;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;31082014;13;3;9;1;32887,44;0;10983,19;21904,25;0;0;0;4;789;3948;21904,25;10983,19; ;0; ;32887,44;0;0;NO; ;;0;;0;;2;ASTILBE         ~ ASTILBE FRESCO~ CHILFRESH-F~ GRADO 60-70 CM~ ASTILBE;SPP~;;;;;;6031999;6;53;22,641509;1200;99;4000.0;VARAS;0;;;0;;;100                                                                                                                                                                                                                                                                                               ;3012014;1;22;789;ROTULADO                                           ;3012014;1;307-38447231;4122013;CENTURION AIRLINES;435709           ;2014;01
